Date,P/E,P/B,nifty
1-Jan-99,11.62,2.07,890.8
4-Jan-99,11.72,2.08,897.8
5-Jan-99,11.84,2.11,907.2
6-Jan-99,12.11,2.16,928.25
7-Jan-99,12.46,2.22,954.7
8-Jan-99,12.92,2.3,990.05
11-Jan-99,12.86,2.29,985.6
12-Jan-99,12.59,2.24,964.45
13-Jan-99,12.54,2.23,961.2
14-Jan-99,12.46,2.22,954.75
15-Jan-99,12.19,2.17,934.3
18-Jan-99,12.33,2.19,944.9
19-Jan-99,12.06,2.15,924.1
21-Jan-99,12.84,2.29,967.2
22-Jan-99,12.71,2.26,957.05
25-Jan-99,12.61,2.24,949.8
27-Jan-99,12.9,2.29,971.3
28-Jan-99,12.68,2.26,955.1
29-Jan-99,12.83,2.28,966.2
1-Feb-99,12.48,2.22,940.15
2-Feb-99,12.36,2.2,931.2
3-Feb-99,12.64,2.25,952.4
4-Feb-99,12.48,2.22,939.7
5-Feb-99,12.43,2.21,936.3
8-Feb-99,12.17,2.17,916.5
9-Feb-99,12.28,2.18,924.75
10-Feb-99,12.74,2.27,959.45
11-Feb-99,12.75,2.27,960.05
12-Feb-99,12.88,2.29,970.25
15-Feb-99,12.67,2.26,954.55
16-Feb-99,12.73,2.27,958.9
17-Feb-99,12.87,2.29,969.05
18-Feb-99,12.92,2.3,973.45
19-Feb-99,12.96,2.31,976.3
22-Feb-99,12.66,2.25,953.85
23-Feb-99,12.61,2.24,949.65
24-Feb-99,12.72,2.26,957.65
25-Feb-99,12.68,2.26,954.3
26-Feb-99,12.51,2.23,941.2
27-Feb-99,13.04,2.32,981.3
1-Mar-99,13.5,2.4,1015.8
3-Mar-99,13.98,2.49,1051.85
4-Mar-99,13.83,2.46,1041.2
5-Mar-99,14.01,2.49,1054.45
8-Mar-99,14.25,2.53,1072.1
9-Mar-99,14.33,2.55,1078.35
10-Mar-99,14.35,2.55,1078.85
11-Mar-99,14.09,2.51,1059.6
12-Mar-99,14.26,2.54,1072.65
15-Mar-99,14.28,2.54,1073.95
16-Mar-99,14,2.49,1053.15
17-Mar-99,14.1,2.51,1060.65
18-Mar-99,14.29,2.54,1074.6
19-Mar-99,14.13,2.52,1062.9
20-Mar-99,14.1,2.51,1060.35
22-Mar-99,14.13,2.52,1063
23-Mar-99,14.27,2.54,1072.95
24-Mar-99,14.13,2.51,1062.8
25-Mar-99,14.03,2.5,1054.9
26-Mar-99,13.85,2.46,1041.25
30-Mar-99,14.02,2.5,1054.6
31-Mar-99,16.53,2.84,1078.05
1-Apr-99,16.31,2.8,1063.45
5-Apr-99,15.51,2.66,1011.4
6-Apr-99,15.71,2.7,1024.2
7-Apr-99,15.81,2.72,1031.05
8-Apr-99,15.65,2.69,1020.35
9-Apr-99,15.24,2.62,993.4
12-Apr-99,15.31,2.63,998.2
13-Apr-99,15.25,2.62,994.25
15-Apr-99,14.87,2.56,968.6
16-Apr-99,16.04,2.76,1044.45
17-Apr-99,14.85,2.55,966.95
19-Apr-99,15.26,2.62,993.9
20-Apr-99,15.29,2.63,995.4
21-Apr-99,15.31,2.63,996.65
22-Apr-99,15.08,2.59,981.65
23-Apr-99,15.08,2.59,982
26-Apr-99,14.3,2.46,931.35
28-Apr-99,14.49,2.49,943.5
29-Apr-99,14.84,2.55,966.6
30-Apr-99,15.02,2.58,978.2
3-May-99,14.95,2.56,970.75
4-May-99,15.53,2.66,1008.35
5-May-99,15.73,2.69,1019.55
6-May-99,16.15,2.76,1046.95
7-May-99,16.4,2.81,1062.9
10-May-99,16.88,2.89,1094.2
11-May-99,17.21,2.95,1116
12-May-99,17.14,2.93,1110.9
13-May-99,17.71,3.03,1148.1
14-May-99,17.98,3.08,1165.35
17-May-99,17.77,3.04,1151.9
18-May-99,17.9,3.06,1160.15
19-May-99,18.22,3.12,1180.25
20-May-99,18.01,3.08,1166.9
21-May-99,17.69,3.03,1145.85
24-May-99,18.08,3.01,1151.6
25-May-99,18.16,3.03,1160.2
26-May-99,18.28,3.1,1135.5
27-May-99,17.32,2.96,1091.45
28-May-99,17.2,2.93,1081.5
31-May-99,18.01,3.05,1132.3
1-Jun-99,18.25,3.02,1123.8
2-Jun-99,18.27,3.05,1125.15
3-Jun-99,18.75,3.08,1136.65
4-Jun-99,17.45,3.02,1155.05
7-Jun-99,17.48,3.03,1156.65
8-Jun-99,17.82,3.09,1178.95
9-Jun-99,17.58,3.05,1163.2
10-Jun-99,17.57,3.04,1162.6
11-Jun-99,17.25,2.99,1141.9
14-Jun-99,17.03,2.95,1126.9
15-Jun-99,16.93,2.93,1120.5
16-Jun-99,17.35,3.01,1148.15
17-Jun-99,17.78,3.08,1176.35
18-Jun-99,17.76,3.08,1175.15
21-Jun-99,18.17,3.15,1202.3
22-Jun-99,18.35,3.18,1214.3
23-Jun-99,18.03,3.12,1193.15
24-Jun-99,17.85,3.09,1181.3
25-Jun-99,17.79,3.08,1177
28-Jun-99,18.02,3.12,1192.2
29-Jun-99,18,3.12,1191.3
30-Jun-99,17.91,3.11,1187.7
1-Jul-99,17.84,3.1,1183.2
2-Jul-99,18.06,3.14,1197.85
5-Jul-99,18.55,3.22,1230.25
6-Jul-99,18.72,3.25,1241.25
7-Jul-99,18.75,3.26,1243.7
8-Jul-99,18.76,3.26,1244.05
9-Jul-99,18.91,3.28,1254
12-Jul-99,19.83,3.44,1315.35
13-Jul-99,19.92,3.46,1321.45
14-Jul-99,20.18,3.5,1335.15
15-Jul-99,19.92,3.46,1317.7
16-Jul-99,20.02,3.47,1324.25
19-Jul-99,20.4,3.54,1349.6
20-Jul-99,19.87,3.45,1314.7
21-Jul-99,20.26,3.52,1340.15
22-Jul-99,20.39,3.54,1349.2
23-Jul-99,20.46,3.55,1342.95
26-Jul-99,20.18,3.5,1326.15
27-Jul-99,19.94,3.46,1309.85
28-Jul-99,20.09,3.49,1320.1
29-Jul-99,20.18,3.5,1325.7
30-Jul-99,19.94,3.46,1310.15
2-Aug-99,19.63,3.41,1289.6
3-Aug-99,19.53,3.39,1285.05
4-Aug-99,20.18,3.5,1326.4
5-Aug-99,20.13,3.49,1323.3
6-Aug-99,20.03,3.48,1316.8
9-Aug-99,20.2,3.51,1327.75
10-Aug-99,19.83,3.44,1309.75
11-Aug-99,19.92,3.45,1315.3
12-Aug-99,19.83,3.44,1309.5
13-Aug-99,19.56,3.39,1291.85
16-Aug-99,19.83,3.44,1309.9
17-Aug-99,20.03,3.47,1322.7
18-Aug-99,20.64,3.58,1363.35
19-Aug-99,20.37,3.53,1345
20-Aug-99,20.4,3.54,1347.3
23-Aug-99,20.74,3.6,1369.7
24-Aug-99,20.94,3.63,1382.65
25-Aug-99,20.79,3.6,1371.65
26-Aug-99,21.25,3.68,1402.5
27-Aug-99,21.48,3.72,1417.5
30-Aug-99,21.56,3.74,1422.6
31-Aug-99,21.4,3.71,1412
1-Sep-99,21.38,3.71,1410.7
2-Sep-99,20.85,3.61,1375.85
3-Sep-99,20.84,3.61,1374.95
6-Sep-99,21.07,3.65,1390.2
7-Sep-99,20.96,3.63,1383.25
8-Sep-99,21.73,3.87,1399.5
9-Sep-99,21.69,3.86,1396.9
10-Sep-99,21.6,3.85,1391.1
14-Sep-99,21.28,3.79,1370.55
15-Sep-99,21.34,3.8,1374.7
16-Sep-99,20.98,3.74,1351.2
17-Sep-99,21.11,3.76,1359.7
20-Sep-99,21.06,3.76,1357.85
21-Sep-99,20.95,3.74,1350.6
22-Sep-99,21.51,3.84,1386.45
23-Sep-99,21.68,3.87,1398
24-Sep-99,21.91,3.91,1412.25
27-Sep-99,21.55,3.84,1389.5
28-Sep-99,21.39,3.82,1379.15
29-Sep-99,21.99,3.92,1415.3
30-Sep-99,21.96,3.92,1413.1
1-Oct-99,21.81,3.89,1403.2
4-Oct-99,21.33,3.8,1372.3
5-Oct-99,21.42,3.82,1378.15
6-Oct-99,21.73,3.88,1392.7
7-Oct-99,22.94,4.09,1469.75
8-Oct-99,23.08,4.12,1479.25
11-Oct-99,23.16,4.13,1484
12-Oct-99,23.16,4.13,1483.85
13-Oct-99,23.35,4.17,1496.3
14-Oct-99,23.49,4.19,1505.2
15-Oct-99,22.65,4.04,1454.55
18-Oct-99,22.48,4.01,1444.05
20-Oct-99,23.01,4.11,1477.65
21-Oct-99,22.63,4.04,1453.35
22-Oct-99,22.27,3.98,1430.25
23-Oct-99,22.57,4.03,1449.8
25-Oct-99,22.21,3.96,1426.2
26-Oct-99,22.02,3.93,1414.35
27-Oct-99,21.99,3.92,1411.4
28-Oct-99,21.31,3.8,1367.7
29-Oct-99,20.65,3.69,1325.45
1-Nov-99,19.78,3.53,1270
2-Nov-99,20.75,3.7,1332.2
3-Nov-99,20.66,3.69,1326.4
4-Nov-99,20.83,3.72,1336.8
5-Nov-99,21.26,3.79,1364.55
7-Nov-99,21.34,3.81,1369.6
9-Nov-99,21.36,3.81,1371.2
10-Nov-99,21.64,3.86,1389.1
11-Nov-99,21.65,3.86,1389.6
12-Nov-99,21.41,3.82,1373.55
15-Nov-99,21.24,3.79,1362.7
16-Nov-99,21.16,3.78,1357.75
17-Nov-99,21.1,3.77,1352.25
18-Nov-99,21.28,3.8,1364.25
19-Nov-99,21.25,3.79,1361.85
22-Nov-99,21.46,3.83,1375.25
24-Nov-99,21.76,3.89,1394.95
25-Nov-99,21.98,3.92,1408.65
26-Nov-99,21.84,3.9,1399.6
29-Nov-99,21.6,3.86,1384.65
30-Nov-99,21.47,3.83,1376.15
1-Dec-99,21.69,3.87,1388.75
2-Dec-99,22.01,3.93,1408.85
3-Dec-99,22.15,3.95,1418
6-Dec-99,22.54,4.02,1442.85
7-Dec-99,22.58,4.03,1445.15
8-Dec-99,23.41,4.18,1438.65
9-Dec-99,23.56,4.2,1447.55
10-Dec-99,23.43,4.18,1439.7
13-Dec-99,23.23,4.15,1427.65
14-Dec-99,22.75,4.06,1398.25
15-Dec-99,22.8,4.07,1401.4
16-Dec-99,23.1,4.12,1419.7
17-Dec-99,23.1,4.12,1419.3
20-Dec-99,23.15,4.13,1422.45
21-Dec-99,23.13,4.13,1421.7
22-Dec-99,24.11,4.3,1481.7
23-Dec-99,24.22,4.32,1488.35
24-Dec-99,23.74,4.24,1459
27-Dec-99,23.3,4.16,1432.1
28-Dec-99,23.47,4.19,1442.2
29-Dec-99,24.02,4.29,1476.35
30-Dec-99,24.09,4.3,1480.45
3-Jan-00,25.91,4.63,1592.2
4-Jan-00,26.67,4.76,1638.7
5-Jan-00,25.97,4.64,1595.8
6-Jan-00,26.32,4.7,1617.6
7-Jan-00,26.25,4.69,1613.3
10-Jan-00,26.57,4.74,1632.95
11-Jan-00,25.59,4.57,1572.5
12-Jan-00,26.44,4.72,1624.8
13-Jan-00,26.38,4.71,1621.4
14-Jan-00,26.41,4.71,1622.75
17-Jan-00,26.22,4.68,1611.6
18-Jan-00,26.15,4.67,1606.7
19-Jan-00,26.6,4.75,1634.85
20-Jan-00,26.05,4.65,1601.1
21-Jan-00,26.37,4.71,1620.6
24-Jan-00,26.26,4.69,1613.6
25-Jan-00,25.81,4.61,1586.4
27-Jan-00,26.1,4.66,1603.9
28-Jan-00,26.02,4.65,1599.1
31-Jan-00,25.16,4.49,1546.2
1-Feb-00,25.13,4.51,1549.5
2-Feb-00,25.75,4.62,1588
3-Feb-00,25.91,4.65,1597.9
4-Feb-00,25.94,4.65,1599.75
7-Feb-00,26.54,4.76,1636.6
8-Feb-00,26.96,4.83,1662.75
9-Feb-00,27.4,4.91,1689.65
10-Feb-00,27.75,4.98,1711.2
11-Feb-00,28.47,5.11,1756
14-Feb-00,28.29,5.07,1744.5
15-Feb-00,27.19,4.93,1702.55
16-Feb-00,27.32,4.95,1711.1
17-Feb-00,27.82,5.04,1742.1
18-Feb-00,27.43,4.97,1717.8
21-Feb-00,28,5.08,1753.5
22-Feb-00,27.77,5.03,1739.05
23-Feb-00,27.09,4.91,1696.4
24-Feb-00,27.66,5.01,1732
25-Feb-00,27.29,4.95,1710.45
28-Feb-00,27.49,4.98,1722.55
29-Feb-00,26.36,4.79,1654.8
1-Mar-00,27.35,4.96,1712.7
2-Mar-00,27.09,4.92,1696.55
3-Mar-00,26.47,4.8,1656
6-Mar-00,26.99,4.89,1688.5
7-Mar-00,27.22,4.94,1702.75
8-Mar-00,26.64,4.83,1666.35
9-Mar-00,26.32,4.77,1646.25
10-Mar-00,25.62,4.65,1602.75
13-Mar-00,24.95,4.52,1560.7
14-Mar-00,25.05,4.54,1567.05
15-Mar-00,25.9,4.7,1620.1
16-Mar-00,24.97,4.53,1562.2
21-Mar-00,24.89,4.51,1556.6
22-Mar-00,25.41,4.61,1589.6
23-Mar-00,24.83,4.5,1553.4
24-Mar-00,25.09,4.55,1569.55
27-Mar-00,24.99,4.53,1562.95
28-Mar-00,25.08,4.55,1568.6
29-Mar-00,25.08,4.55,1558.25
30-Mar-00,24.94,4.52,1549.5
31-Mar-00,24.6,4.46,1528.45
3-Apr-00,24.7,4.48,1534.75
4-Apr-00,22.99,4.17,1428.1
5-Apr-00,23.09,4.19,1434.65
6-Apr-00,23.39,4.24,1452.95
7-Apr-00,25.06,4.54,1557.15
10-Apr-00,25.96,4.71,1613
11-Apr-00,25.72,4.71,1624.65
12-Apr-00,25.21,4.62,1592.7
13-Apr-00,23.98,4.38,1518.65
17-Apr-00,21.74,3.91,1443.55
18-Apr-00,21.31,3.84,1414.8
19-Apr-00,21.07,3.8,1404.95
20-Apr-00,21.23,3.83,1415.65
24-Apr-00,20.82,3.76,1388
25-Apr-00,20.39,3.68,1359.45
26-Apr-00,21.54,3.89,1436.1
27-Apr-00,21.25,3.84,1416.9
28-Apr-00,21.1,3.81,1406.55
2-May-00,20,3.61,1333.45
3-May-00,19.74,3.56,1316.05
4-May-00,20.71,3.74,1380.55
5-May-00,21.33,3.85,1422.4
8-May-00,20.47,3.7,1365.05
9-May-00,20.68,3.73,1378.55
10-May-00,20.57,3.71,1363.15
11-May-00,19.68,3.55,1304.55
12-May-00,19.36,3.49,1282.8
15-May-00,19.54,3.52,1299.25
16-May-00,19.66,3.54,1306.85
17-May-00,19.88,3.7,1311.65
18-May-00,19.44,3.64,1293.4
19-May-00,19.05,3.57,1268
22-May-00,18.53,3.47,1233
23-May-00,18.4,3.45,1224.4
24-May-00,20.69,4.09,1235.9
25-May-00,20.89,4.13,1247.65
26-May-00,21.35,4.22,1275.35
29-May-00,21.95,4.34,1311.05
30-May-00,22.34,4.57,1344.85
31-May-00,22.96,4.7,1380.45
1-Jun-00,22.46,4.52,1349
2-Jun-00,23.13,4.65,1389.25
5-Jun-00,23.38,4.71,1404.6
6-Jun-00,23.67,4.76,1421.75
7-Jun-00,23.7,4.78,1430.35
8-Jun-00,24.25,4.89,1463.65
9-Jun-00,24.31,4.9,1467.2
12-Jun-00,23.87,4.81,1440.4
13-Jun-00,23.74,4.79,1432.9
14-Jun-00,23.79,4.77,1435.5
15-Jun-00,23.95,4.81,1445.25
16-Jun-00,24.48,4.91,1477.3
19-Jun-00,24.84,4.98,1498.75
20-Jun-00,24.98,5.01,1507.1
21-Jun-00,24.45,4.91,1475.15
22-Jun-00,24.67,4.95,1488.25
23-Jun-00,22.95,4.89,1472.2
26-Jun-00,22.63,4.82,1451.65
27-Jun-00,22.67,4.83,1454.3
28-Jun-00,22.91,4.88,1470
29-Jun-00,23.26,4.96,1492.35
30-Jun-00,22.94,4.89,1471.45
3-Jul-00,23.31,4.97,1495.25
4-Jul-00,23.56,5.02,1511.3
5-Jul-00,23.5,4.86,1526.05
6-Jul-00,23.35,4.83,1516.8
7-Jul-00,23.37,4.83,1517.6
10-Jul-00,23.24,4.81,1509.65
11-Jul-00,23.38,4.84,1518.55
12-Jul-00,23.61,4.88,1533.35
13-Jul-00,23.44,4.85,1522.6
14-Jul-00,23.25,4.81,1509.75
17-Jul-00,22.78,4.71,1479.65
18-Jul-00,22.53,4.66,1463.1
19-Jul-00,22.11,4.57,1435.8
20-Jul-00,21.93,4.54,1424.2
21-Jul-00,21.51,4.45,1397.25
24-Jul-00,20.47,4.25,1317.75
25-Jul-00,20.96,4.35,1348.9
26-Jul-00,20.48,4.25,1318.25
27-Jul-00,20.79,4.32,1338.05
28-Jul-00,20.72,4.3,1333.8
31-Jul-00,20.71,4.3,1332.85
1-Aug-00,20.58,4.29,1326.85
2-Aug-00,20.66,4.31,1331.9
3-Aug-00,20.49,4.27,1321.25
4-Aug-00,20.45,4.27,1318.55
7-Aug-00,20.33,4.24,1310.8
8-Aug-00,20.87,4.35,1345.6
9-Aug-00,20.86,4.35,1344.95
10-Aug-00,20.09,4.22,1328
11-Aug-00,19.74,4.15,1310.75
14-Aug-00,19.85,4.18,1317.9
16-Aug-00,20.35,4.28,1351.45
17-Aug-00,20.2,4.25,1341.4
18-Aug-00,20.45,4.3,1358.05
21-Aug-00,20.62,4.34,1370.25
22-Aug-00,20.78,4.37,1381.2
23-Aug-00,20.87,4.39,1386.05
24-Aug-00,20.89,4.4,1386.95
25-Aug-00,20.8,4.38,1381.25
28-Aug-00,20.63,4.34,1369.85
29-Aug-00,20.58,4.33,1367.7
30-Aug-00,20.7,4.36,1375.95
31-Aug-00,20.97,4.42,1394.1
4-Sep-00,21.69,4.66,1427.75
5-Sep-00,21.7,4.66,1428.25
6-Sep-00,21.81,4.69,1435.35
7-Sep-00,21.88,4.7,1439.75
8-Sep-00,22.03,4.73,1450.05
11-Sep-00,22.13,4.75,1456.35
12-Sep-00,22.3,4.79,1467.65
13-Sep-00,22.13,4.75,1456.15
14-Sep-00,21.96,4.72,1445.3
15-Sep-00,21.53,4.63,1417.2
18-Sep-00,20.58,4.42,1354.35
19-Sep-00,20.01,4.3,1317
20-Sep-00,20.4,4.38,1342.9
21-Sep-00,20.21,4.34,1329.85
22-Sep-00,19.24,4.13,1266.45
25-Sep-00,19.64,4.22,1292.55
26-Sep-00,19.26,4.14,1267.9
27-Sep-00,19.64,4.22,1292.55
28-Sep-00,19.24,4.13,1266.4
29-Sep-00,19.32,4.15,1271.65
3-Oct-00,19.48,4.19,1282
4-Oct-00,19.72,4.24,1297.8
5-Oct-00,19.52,4.19,1284.75
6-Oct-00,19.52,4.2,1285
9-Oct-00,19.26,4.14,1267.3
10-Oct-00,18.83,4.04,1238.95
11-Oct-00,18.26,3.92,1201.9
12-Oct-00,18.33,3.94,1206.25
13-Oct-00,18.01,3.83,1176.75
16-Oct-00,17.78,3.83,1175.45
17-Oct-00,17.51,3.77,1158.05
18-Oct-00,17.18,3.7,1136
19-Oct-00,17.64,3.8,1166.15
20-Oct-00,17.72,3.82,1172
23-Oct-00,17.3,3.73,1143.95
24-Oct-00,17.43,3.75,1152.45
25-Oct-00,17.9,3.86,1183.9
26-Oct-00,17.94,3.86,1186.3
27-Oct-00,17.83,3.84,1178.7
30-Oct-00,17.65,3.8,1167.15
31-Oct-00,17.74,3.82,1172.75
1-Nov-00,18.16,3.91,1200.8
2-Nov-00,18.52,3.99,1224.85
3-Nov-00,18.78,4.04,1242.05
6-Nov-00,18.76,4.04,1240.25
7-Nov-00,18.85,4.06,1246.75
8-Nov-00,19.17,4.13,1266.8
9-Nov-00,19.21,4.14,1269.95
10-Nov-00,18.75,4.04,1239.55
13-Nov-00,18.28,3.94,1208.05
14-Nov-00,18.8,4.05,1242.85
15-Nov-00,18.87,4.07,1247.05
16-Nov-00,18.66,4.02,1233.25
17-Nov-00,18.7,4.03,1236
20-Nov-00,18.72,4.03,1237.6
21-Nov-00,18.68,4.03,1235
22-Nov-00,18.49,3.98,1222.35
23-Nov-00,18.4,3.96,1216
24-Nov-00,18.54,3.99,1225.2
27-Nov-00,18.96,4.08,1252.9
28-Nov-00,19.26,4.15,1272.75
29-Nov-00,19.17,4.13,1264.75
30-Nov-00,19.22,4.14,1268.15
1-Dec-00,19.34,4.17,1276.2
4-Dec-00,19.34,4.17,1275.6
5-Dec-00,19.47,4.2,1284.65
6-Dec-00,19.68,4.24,1298.55
7-Dec-00,19.74,4.25,1302.5
8-Dec-00,19.91,4.29,1313.7
11-Dec-00,20.19,4.35,1332.15
12-Dec-00,20.21,4.36,1333.35
13-Dec-00,20.54,4.43,1354.3
14-Dec-00,20.47,4.41,1349.35
15-Dec-00,19.91,4.29,1312.6
18-Dec-00,19.98,4.31,1317.6
19-Dec-00,19.88,4.28,1310.5
20-Dec-00,19.68,4.24,1295.25
21-Dec-00,19.41,4.18,1277.4
22-Dec-00,18.87,4.07,1242
26-Dec-00,18.42,3.97,1212
27-Dec-00,18.67,4.02,1228.3
28-Dec-00,18.98,4.09,1248.95
29-Dec-00,19.2,4.14,1263.55
1-Jan-01,19.06,4.11,1254.3
2-Jan-01,19.33,4.16,1271.8
3-Jan-01,19.62,4.23,1291.25
4-Jan-01,19.87,4.28,1307.65
5-Jan-01,20.17,4.35,1327.25
8-Jan-01,19.9,4.29,1309.25
9-Jan-01,19.93,4.3,1311.65
10-Jan-01,19.56,4.22,1287.3
11-Jan-01,19.46,4.19,1280.4
12-Jan-01,19.55,4.21,1286.75
15-Jan-01,20.85,4.33,1286.75
16-Jan-01,20.95,4.35,1293.05
17-Jan-01,21.03,4.36,1297.9
18-Jan-01,21.16,4.39,1305.95
19-Jan-01,21.53,4.47,1329.1
22-Jan-01,21.84,4.53,1348
23-Jan-01,21.96,4.56,1355.2
24-Jan-01,22.13,4.59,1365.95
25-Jan-01,22.2,4.61,1370.1
29-Jan-01,21.74,4.51,1342.05
30-Jan-01,22.35,4.64,1379.7
31-Jan-01,22.22,4.61,1371.7
1-Feb-01,22.02,4.57,1359.15
2-Feb-01,22.34,4.64,1378.85
5-Feb-01,22.4,4.65,1382.6
6-Feb-01,22.47,4.66,1387.1
7-Feb-01,22.22,4.61,1370.8
8-Feb-01,22.62,4.69,1395.5
9-Feb-01,22.78,4.73,1405.7
12-Feb-01,22.73,4.71,1402.2
13-Feb-01,22.55,4.68,1391.2
14-Feb-01,20.89,4.54,1393.35
15-Feb-01,21.24,4.61,1416.7
16-Feb-01,20.71,4.5,1381.35
19-Feb-01,20.76,4.51,1384.8
20-Feb-01,20.73,4.51,1383.85
21-Feb-01,20.52,4.46,1370.1
22-Feb-01,20.3,4.41,1355.1
23-Feb-01,19.78,4.3,1320.45
26-Feb-01,19.66,4.28,1312.4
27-Feb-01,19.41,4.22,1295.55
28-Feb-01,20.24,4.4,1351.4
1-Mar-01,20.34,4.42,1358.05
2-Mar-01,19.57,4.26,1306.35
5-Mar-01,19.04,4.14,1271.45
7-Mar-01,19.35,4.21,1290.5
8-Mar-01,19.38,4.21,1292.85
9-Mar-01,18.81,4.09,1254.75
12-Mar-01,17.96,3.91,1197.95
13-Mar-01,16.86,3.67,1124.7
14-Mar-01,17.9,3.89,1194.2
15-Mar-01,18.25,3.97,1217.15
16-Mar-01,17.89,3.89,1193.55
19-Mar-01,17.79,3.87,1186.7
20-Mar-01,17.55,3.82,1170.95
21-Mar-01,18.1,3.94,1207.1
22-Mar-01,17.8,3.87,1187.55
23-Mar-01,17.41,3.79,1161.3
26-Mar-01,17.41,3.79,1161.5
27-Mar-01,17.65,3.84,1177.75
28-Mar-01,18.07,3.94,1206.2
29-Mar-01,17.91,3.9,1195.1
30-Mar-01,17.21,3.75,1148.2
2-Apr-01,17.05,3.72,1138.1
3-Apr-01,17.22,3.75,1149.25
4-Apr-01,17.07,3.72,1136.65
6-Apr-01,17.11,3.73,1139.6
9-Apr-01,16.94,3.69,1128.35
10-Apr-01,15.94,3.56,1103.05
11-Apr-01,15.41,3.45,1066.8
12-Apr-01,14.73,3.3,1024.9
16-Apr-01,15.02,3.37,1044.6
17-Apr-01,15.34,3.44,1067
18-Apr-01,15.86,3.56,1103.4
19-Apr-01,16.45,3.69,1144.45
20-Apr-01,16.45,3.69,1144
23-Apr-01,16.53,3.71,1149.75
24-Apr-01,16.48,3.69,1146.3
25-Apr-01,16.61,3.72,1155.35
26-Apr-01,16.38,3.66,1143.75
27-Apr-01,14.44,3.15,1101.3
30-Apr-01,14.57,3.21,1125.25
2-May-01,14.63,3.23,1137.2
3-May-01,15.01,3.19,1122.05
4-May-01,15.4,3.13,1130.05
7-May-01,15.46,3.15,1139.2
8-May-01,15.6,3.17,1148.95
9-May-01,15.6,3.17,1149.25
10-May-01,15.55,3.16,1144.95
11-May-01,15.49,3.15,1140.5
14-May-01,15.49,3.15,1140.8
15-May-01,15.55,3.16,1145.3
16-May-01,15.63,3.18,1151.15
17-May-01,15.95,3.25,1174.95
18-May-01,15.92,3.24,1172.8
21-May-01,15.98,3.23,1169.45
22-May-01,15.96,3.22,1168.1
23-May-01,16.11,3.25,1179.1
24-May-01,16.13,3.24,1181.85
25-May-01,16.15,3.22,1174.9
28-May-01,16.4,3.27,1193.2
29-May-01,16.47,3.28,1198.45
30-May-01,15.98,3.08,1177.55
31-May-01,15.8,3.04,1167.9
1-Jun-01,15.47,2.95,1148.05
4-Jun-01,15.25,2.89,1127.2
5-Jun-01,15.08,2.86,1115.6
6-Jun-01,15.12,2.87,1115.7
7-Jun-01,15.07,2.86,1112.35
8-Jun-01,15.26,2.89,1126.6
11-Jun-01,15.32,2.91,1131.1
12-Jun-01,15.27,2.9,1127.15
13-Jun-01,15.3,2.9,1129
14-Jun-01,15.54,2.88,1112.75
15-Jun-01,15.19,2.81,1087.75
18-Jun-01,15.07,2.75,1078.3
19-Jun-01,15.35,2.79,1096.65
20-Jun-01,15.62,2.44,1097.6
21-Jun-01,15.59,2.43,1095.2
22-Jun-01,15.48,2.42,1087.65
25-Jun-01,15.19,2.37,1067
26-Jun-01,15.61,2.44,1096.6
27-Jun-01,15.59,2.43,1096.1
28-Jun-01,15.56,2.43,1094
29-Jun-01,15.76,2.46,1107.9
2-Jul-01,15.65,2.44,1100.75
3-Jul-01,15.21,2.37,1069.8
4-Jul-01,15.19,2.37,1067.95
5-Jul-01,15.21,2.37,1069.75
6-Jul-01,15.15,2.36,1065.1
9-Jul-01,15.07,2.35,1059.5
10-Jul-01,15.25,2.38,1072.05
11-Jul-01,15.41,2.4,1083.65
12-Jul-01,15.72,2.45,1105.5
13-Jul-01,15.79,2.46,1110.45
16-Jul-01,15.72,2.45,1105.55
17-Jul-01,15.69,2.45,1103.1
18-Jul-01,15.53,2.42,1091.95
19-Jul-01,15.44,2.41,1085.9
20-Jul-01,15.33,2.39,1077.7
23-Jul-01,15.23,2.38,1070.65
24-Jul-01,15.25,2.38,1072.55
25-Jul-01,15.13,2.36,1064.2
26-Jul-01,14.93,2.33,1053.4
27-Jul-01,14.9,2.33,1051.7
30-Jul-01,15.04,2.35,1061.45
31-Jul-01,15.15,2.37,1072.85
1-Aug-01,15.01,2.35,1063.15
2-Aug-01,15.05,2.36,1066
3-Aug-01,15.18,2.38,1074.6
6-Aug-01,15.18,2.38,1075.25
7-Aug-01,15.14,2.37,1072.1
8-Aug-01,15.08,2.36,1068
9-Aug-01,15.12,2.37,1070.65
10-Aug-01,15.31,2.4,1071.15
13-Aug-01,15.19,2.38,1063
14-Aug-01,15.37,2.41,1075.5
16-Aug-01,15.42,2.42,1078.95
17-Aug-01,15.28,2.39,1069.2
20-Aug-01,15.21,2.38,1063.75
21-Aug-01,15.28,2.39,1068.7
23-Aug-01,15.32,2.4,1071.5
24-Aug-01,15.28,2.39,1069.15
27-Aug-01,15.37,2.41,1072.55
28-Aug-01,15.35,2.4,1070.65
29-Aug-01,15.3,2.39,1067.45
30-Aug-01,15.25,2.39,1064.15
31-Aug-01,15.1,2.36,1053.75
3-Sep-01,15.02,2.35,1048.05
4-Sep-01,15.02,2.35,1048.2
5-Sep-01,14.98,2.34,1045
6-Sep-01,14.85,2.32,1036.1
7-Sep-01,14.84,2.32,1035.2
10-Sep-01,14.81,2.32,1033.4
11-Sep-01,14.67,2.3,1023.4
